x,y
1413,1617
2697,1618
3648,1618
4055,1618
413,1619
3162,1619
566,1620
1003,1620
1886,1620
2718,1620
1210,1621
3867,1621
624,1622
1563,1623
2838,1623
3494,1623
1960,1624
3124,1624
3251,1625
315,1626
1049,1626
323,1627
3954,1628
323,1629
749,1629
1405,1629
3119,1629
771,1630
118,1631
3806,1631
336,1632
2459,1632
2950,1632
389,1633
1625,1633
2097,1634
3475,1634
1873,1635
2412,1635
999,1636
1233,1636
295,1637
495,1637
580,1637
1969,1638
2114,1639
3451,1639
793,1641
101,1642
2369,1642
3875,1643
1680,1644
2284,1644
2401,1644
3364,1644
2055,1645
3078,1645
2560,1646
2716,1646
767,1648
2855,1648
2898,1648
3224,1648
2925,1649
3069,1649
3084,1649
3991,1649
2175,1651
2355,1651
3060,1651
1392,1652
282,1653
2001,1653
3203,1653
1525,1654
2082,1654
3743,1654
484,1655
777,1655
2852,1655
3333,1655
1062,1656
1364,1656
891,1657
1088,1658
3654,1659
1313,1660
3399,1662
548,1663
2651,1663
2227,1665
3798,1665
383,1666
1042,1666
2134,1666
2334,1666
873,1667
3767,1668
1726,1669
4002,1669
141,1670
2114,1671
2965,1671
1624,1672
1446,1673
1660,1673
1778,1673
2848,1673
2729,1675
39,1676
627,1676
3429,1676
3771,1677
4084,1677
1262,1678
1339,1680
2936,1680
985,1681
3182,1681
3901,1681
3101,1682
106,1683
4033,1683
1514,1684
2545,1684
3620,1685
2571,1686
1778,1687
2238,1687
2606,1687
2014,1688
3526,1688
1222,1689
1776,1689
1893,1689
3026,1689
3655,1689
424,1692
50,1693
2041,1693
210,1694
51,1695
3587,1695
2521,1696
2787,1696
52,1697
640,1697
1956,1697
3986,1698
2553,1699
221,1700
3130,1700
3728,1700
3628,1701
478,1702
553,1702
2823,1702
383,1703
3283,1703
968,1704
3489,1704
3762,1704
57,1705
1328,1705
1786,1705
3982,1705
45,1706
1387,1706
3299,1706
3603,1706
181,1708
632,1708
1684,1708
1990,1708
2091,1708
2482,1708
2910,1708
3300,1709
3638,1709
515,1711
2663,1712
3181,1713
3590,1713
1528,1714
2228,1714
2623,1714
989,1715
3745,1715
2194,1716
3883,1716
1367,1718
2184,1718
2810,1718
2897,1719
3077,1719
3707,1720
3953,1720
967,1721
2316,1721
1011,1722
3033,1722
671,1723
1880,1723
2777,1723
2817,1723
448,1725
1814,1725
967,1726
2147,1726
965,1727
1113,1727
3482,1727
527,1728
1359,1728
2218,1728
2995,1728
3484,1728
2008,1729
2387,1729
3751,1729
436,1730
2654,1730
2977,1730
3515,1730
298,1731
586,1731
1618,1731
1799,1731
2613,1731
45,1733
2745,1733
2073,1736
2996,1736
1152,1737
1899,1737
2128,1737
2369,1737
3705,1737
238,1739
1740,1741
2402,1743
1587,1744
1353,1745
3429,1745
3718,1745
711,1747
3026,1747
2504,1748
1581,1749
2588,1749
3897,1749
939,1750
501,1751
2173,1752
2720,1752
2367,1753
97,1754
1750,1754
1500,1755
2123,1756
149,1757
2204,1757
363,1758
779,1758
2786,1758
923,1759
2109,1759
989,1760
2378,1760
2417,1760
313,1762
837,1762
3483,1762
3486,1762
1868,1763
563,1766
725,1766
929,1767
3335,1767
3829,1767
1182,1768
490,1770
2045,1770
3693,1773
680,1774
3504,1774
627,1775
3655,1775
1612,1776
2185,1776
3179,1776
3259,1776
3580,1776
142,1777
1274,1777
3369,1777
1925,1778
2926,1778
1298,1779
1981,1779
2988,1779
454,1780
2279,1780
1310,1781
2328,1781
3678,1781
1167,1783
1242,1784
2709,1785
18,1786
1540,1786
3356,1786
537,1787
58,1788
2289,1788
114,1789
1004,1789
105,1790
308,1790
2216,1791
3252,1791
3602,1791
336,1792
544,1792
2074,1792
2020,1793
2521,1793
3422,1793
3796,1793
37,1794
2157,1794
97,1796
684,1797
826,1797
2301,1797
219,1798
1827,1798
2945,1798
1783,1799
2006,1799
1121,1800
2396,1802
2427,1802
914,1803
1653,1803
2118,1803
3036,1803
1696,1804
2989,1804
3948,1804
3945,1805
1230,1806
2155,1806
711,1807
1676,1807
37,1808
139,1808
2708,1808
2808,1808
842,1809
1607,1809
2960,1809
45,1810
48,1811
529,1811
901,1811
1267,1811
2551,1811
3579,1812
313,1813
2691,1813
1377,1814
1169,1815
1704,1815
2809,1816
3588,1816
582,1817
3934,1817
961,1819
2795,1819
116,1820
1685,1820
3874,1820
183,1821
3187,1821
2089,1822
2700,1822
975,1823
1196,1823
3772,1823
1416,1824
3649,1825
1985,1826
1560,1828
2195,1829
2282,1829
334,1831
887,1831
1053,1831
2205,1831
777,1832
3697,1833
436,1834
2591,1834
1638,1835
2035,1835
528,1836
1558,1836
3944,1836
2105,1837
2838,1837
1131,1838
2173,1840
3986,1840
3340,1842
3147,1843
4040,1843
2963,1844
3580,1844
991,1845
3993,1847
1350,1849
1985,1849
2091,1849
3465,1849
3677,1849
16,1850
3614,1851
3316,1852
3544,1853
3348,1854
458,1855
2053,1855
2952,1855
20,1856
3593,1856
1094,1857
1429,1857
2924,1857
2706,1858
223,1859
804,1859
2508,1859
2766,1859
609,1860
1442,1860
825,1861
3892,1861
1053,1862
1911,1862
2473,1863
246,1864
1971,1864
2505,1864
1908,1866
2708,1866
203,1867
2866,1867
3775,1867
1294,1868
1379,1868
3156,1868
1593,1869
1855,1869
3624,1869
306,1870
1904,1870
3116,1870
342,1871
1555,1871
2330,1871
2878,1871
1112,1872
98,1873
778,1873
942,1873
2354,1873
2913,1873
3088,1873
3493,1873
4053,1874
928,1875
1022,1875
2738,1875
2849,1875
615,1876
1197,1877
3588,1877
277,1878
1390,1878
513,1879
3826,1879
3046,1880
3297,1880
3645,1880
78,1881
2459,1881
3836,1881
3073,1882
3400,1883
1786,1884
2862,1884
1592,1885
1187,1886
1112,1887
115,1888
1499,1888
2131,1889
2625,1890
2817,1890
2483,1891
45,1892
2181,1893
2612,1893
2676,1893
2836,1893
3292,1893
1504,1894
2891,1894
3435,1894
248,1895
3734,1895
3900,1895
2425,1896
2631,1896
2272,1897
2534,1897
3406,1897
524,1898
1229,1899
2381,1901
499,1902
2761,1902
1873,1903
2355,1903
3582,1903
3867,1904
961,1905
970,1905
1254,1905
2170,1905
3979,1905
1964,1906
160,1907
707,1908
1238,1909
2275,1909
2740,1909
4080,1910
2053,1911
2455,1911
3442,1911
4090,1911
1337,1912
2068,1912
1541,1913
2099,1913
3398,1913
2537,1914
3315,1914
3450,1914
2246,1915
2670,1916
2992,1916
1460,1917
1750,1917
382,1919
816,1919
2707,1919
562,1920
3128,1920
430,1921
3833,1921
131,1923
165,1923
2697,1923
2923,1923
3842,1923
2921,1925
48,1926
429,1927
2266,1927
3698,1930
865,1932
392,1934
2976,1936
275,1937
1183,1937
2390,1937
2285,1939
3320,1940
475,1941
2272,1941
188,1942
2591,1942
333,1943
1799,1943
3931,1943
2857,1944
3888,1944
1809,1945
3793,1945
79,1946
809,1946
2158,1947
3880,1947
399,1949
1542,1949
2002,1949
1174,1950
3455,1950
442,1951
1053,1951
3014,1952
1051,1954
167,1956
1075,1956
1266,1956
1747,1956
2000,1956
3305,1958
2963,1960
1883,1962
2684,1962
4024,1962
1942,1964
1422,1965
1510,1965
2459,1965
1432,1966
1044,1967
2763,1967
2605,1968
3230,1968
443,1969
1292,1969
651,1970
3286,1970
1635,1971
4012,1971
1095,1972
2060,1972
2074,1972
2242,1972
965,1973
1507,1974
3674,1974
2399,1975
2453,1975
653,1976
4042,1976
1328,1977
205,1978
325,1978
1232,1978
3108,1978
3788,1978
1273,1980
2061,1980
2249,1980
3215,1980
3860,1980
4040,1980
577,1982
1535,1982
2612,1982
7,1983
3984,1984
2115,1985
2486,1985
2999,1985
575,1986
2529,1987
1621,1988
1817,1991
3631,1992
472,1993
1732,1994
2460,1994
2514,1994
2605,1994
2800,1994
1353,1995
3631,1995
2818,1996
188,1997
1119,1997
1423,1997
3962,1997
2655,1998
1207,1999
3679,1999
443,2000
527,2000
2325,2000
4053,2000
73,2002
2315,2002
10,2004
14,2004
1214,2004
427,2005
3049,2005
3443,2005
3602,2006
36,2007
1365,2007
2268,2007
1574,2008
3281,2008
1558,2009
3079,2009
3740,2009
14,2010
1068,2010
2605,2010
1672,2011
4008,2011
2251,2012
2139,2013
794,2014
2422,2014
758,2015
1794,2015
2475,2015
2890,2015
3432,2016
379,2017
374,2018
1747,2018
2982,2018
82,2020
3099,2020
3103,2020
3166,2020
508,2022
12,2023
276,2023
3180,2023
4069,2024
1882,2025
1953,2025
3903,2027
167,2028
1416,2028
3298,2028
1142,2030
1422,2030
2854,2030
576,2031
774,2031
1738,2031
1874,2031
3082,2031
2631,2032
2990,2032
2141,2033
2153,2033
2268,2033
145,2034
2533,2034
369,2035
1365,2035
2932,2035
3084,2036
3289,2036
278,2037
382,2037
2753,2038
877,2039
2058,2039
3181,2039
3607,2039
337,2040
380,2040
2033,2040
3465,2040
3591,2040
178,2041
3580,2041
2441,2042
3563,2042
3848,2042
3905,2043
608,2044
3706,2044
1074,2045
3905,2045
2995,2046
1353,2047
1535,2047
1759,2047
2828,2047
3614,2047
4075,2047
869,2049
1370,2050
1927,2050
2918,2050
323,2052
1096,2055
1402,2055
2250,2055
37,2056
1543,2056
2564,2056
1226,2057
2157,2057
3531,2057
3907,2057
1988,2058
1376,2059
1581,2059
3121,2060
2590,2061
1427,2063
1436,2063
3244,2063
2166,2064
3072,2064
242,2065
2994,2065
3005,2065
1265,2066
3064,2066
916,2067
374,2068
2340,2068
3963,2068
1215,2069
3802,2069
3829,2069
463,2070
1806,2070
1663,2071
316,2072
942,2072
1197,2073
2850,2073
2159,2074
1688,2075
3310,2076
147,2077
1222,2077
1613,2077
1893,2077
3060,2077
573,2078
1646,2078
4002,2078
3547,2079
3964,2079
1677,2081
1759,2081
2182,2081
1195,2082
1837,2082
1942,2082
3584,2082
641,2083
2114,2083
3926,2083
3940,2083
254,2084
1148,2084
2758,2084
266,2086
2344,2086
1590,2088
102,2089
1022,2089
1318,2089
1933,2089
2015,2089
2471,2089
334,2090
2580,2090
3517,2090
3001,2091
913,2092
3052,2092
2812,2093
3458,2093
9,2094
324,2094
1514,2094
2098,2094
3233,2094
3955,2095
2702,2096
391,2097
515,2097
2095,2097
2137,2097
28,2098
1106,2098
1100,2100
2059,2100
3808,2100
1327,2101
1844,2102
2125,2102
74,2103
408,2103
662,2103
1647,2103
2960,2103
890,2104
3674,2104
2969,2105
4046,2106
378,2107
999,2107
2245,2107
1463,2108
2277,2108
12,2109
771,2109
997,2109
3495,2109
946,2110
2391,2110
2348,2111
2499,2111
2848,2111
585,2112
3586,2112
2869,2113
3174,2113
4088,2113
461,2114
742,2114
817,2114
1925,2115
2906,2115
461,2116
2047,2116
3020,2116
2102,2117
3568,2117
4087,2117
378,2119
689,2120
2727,2121
3173,2121
3978,2121
616,2122
2221,2122
2826,2123
3517,2123
3630,2123
799,2124
1052,2125
2531,2125
3531,2125
554,2127
1036,2128
1394,2128
2714,2128
2811,2128
2846,2128
1558,2129
1756,2129
2160,2129
2883,2129
3498,2131
430,2132
3511,2132
2364,2134
2714,2135
2722,2135
1613,2136
2476,2136
2811,2137
2445,2138
2994,2138
3008,2138
3452,2138
3574,2138
1604,2139
1343,2140
2203,2140
918,2141
1631,2142
1665,2142
2083,2143
3594,2143
3914,2143
2036,2145
3007,2145
2950,2146
3743,2146
1731,2147
3281,2147
2000,2148
3888,2150
1167,2151
1819,2151
2270,2151
2543,2151
105,2152
898,2152
2474,2152
2850,2152
3843,2152
1819,2153
2443,2153
3810,2153
105,2154
1818,2155
2480,2155
542,2156
2154,2156
392,2157
3128,2157
3175,2157
531,2159
606,2159
1052,2160
1340,2161
1555,2161
1817,2161
1811,2162
2245,2162
3633,2162
3992,2164
1197,2165
2076,2165
1384,2166
2153,2167
2828,2167
2894,2167
3460,2167
2553,2168
2869,2168
3846,2169
3960,2169
1423,2171
1009,2172
4005,2172
401,2173
3650,2173
1599,2174
2889,2174
1536,2175
1677,2176
3847,2176
1902,2179
2114,2179
1297,2180
522,2181
1077,2182
3564,2182
311,2183
432,2184
2449,2184
2821,2185
2991,2186
1758,2187
3960,2187
1231,2188
92,2189
3926,2189
3235,2190
3790,2191
1257,2192
2085,2193
2699,2194
2170,2197
3125,2198
3654,2198
1420,2199
1495,2199
1873,2199
1953,2199
2421,2199
3568,2200
3821,2200
3190,2201
872,2202
1874,2202
2849,2202
3605,2202
140,2205
264,2205
667,2205
2058,2205
3770,2205
546,2206
2190,2206
2606,2206
1373,2207
2499,2207
2448,2208
1648,2209
408,2210
2350,2210
3300,2210
1389,2212
2403,2212
4009,2212
3853,2214
2263,2217
26,2219
3449,2219
2093,2220
1699,2222
3531,2222
3997,2222
1943,2223
1536,2224
2674,2225
3657,2225
167,2226
888,2226
2551,2226
4022,2226
1050,2227
1579,2228
3663,2228
20,2229
94,2229
1657,2229
1306,2230
2805,2231
1318,2232
2672,2232
3175,2232
3748,2232
2369,2233
2269,2234
1725,2235
2143,2236
3020,2236
2257,2237
2244,2238
3998,2238
442,2239
1726,2239
3994,2239
2583,2240
649,2241
2102,2241
2616,2241
2825,2241
12,2242
1098,2242
4062,2244
1409,2245
2839,2245
3593,2245
3778,2245
545,2246
694,2247
4053,2247
1514,2248
2316,2248
2449,2248
3867,2248
4091,2248
1255,2250
3386,2250
3702,2250
867,2251
1294,2251
2170,2251
807,2252
1006,2252
2712,2252
3022,2252
405,2253
679,2253
3255,2253
14,2254
865,2254
1397,2254
2768,2255
3167,2255
423,2256
462,2256
1945,2256
2405,2256
2530,2256
2565,2256
3190,2256
3755,2257
4031,2259
1734,2260
2487,2261
3824,2261
866,2262
1008,2262
4071,2262
749,2263
2481,2263
3002,2263
63,2265
1336,2267
3055,2267
3639,2267
3657,2268
526,2269
1402,2269
2650,2269
662,2270
1025,2270
1370,2270
2190,2270
2825,2270
1256,2271
1429,2272
549,2273
1246,2273
3109,2273
763,2275
718,2276
2604,2276
3911,2276
2119,2277
2788,2277
158,2278
1718,2278
2351,2278
2991,2279
1376,2280
1665,2280
1529,2284
3866,2284
2120,2285
3649,2285
3982,2285
1231,2286
1684,2286
1982,2286
246,2287
1354,2287
3036,2287
3536,2287
901,2288
1350,2289
1692,2289
1629,2290
2155,2290
2649,2290
1072,2291
1895,2291
3615,2291
1432,2292
1744,2292
1830,2292
1904,2292
3299,2292
499,2293
3965,2293
1736,2295
1998,2295
2104,2296
2473,2296
3895,2296
269,2297
1781,2297
1831,2297
2953,2297
1809,2298
1868,2298
3134,2298
3420,2298
2924,2299
453,2300
3016,2300
4020,2300
78,2301
350,2301
1107,2301
379,2302
1663,2302
4033,2302
2409,2304
3512,2304
3454,2305
326,2306
2618,2306
1577,2307
4069,2307
1225,2308
2172,2308
2813,2308
3897,2308
353,2309
1950,2310
123,2311
1823,2312
2057,2312
2351,2312
1047,2313
1448,2313
728,2314
856,2314
1079,2314
2208,2314
3161,2314
3822,2314
4089,2314
2045,2315
250,2316
770,2316
2180,2316
1109,2317
2320,2319
494,2320
1455,2320
2418,2320
2501,2320
3725,2321
113,2323
1623,2323
1840,2323
3773,2323
728,2324
1037,2324
3694,2324
284,2325
2334,2325
1416,2326
1231,2327
2522,2327
230,2328
492,2328
1621,2328
3923,2328
1106,2330
2317,2330
2087,2332
3955,2332
506,2334
2028,2334
4012,2334
321,2335
433,2335
2566,2336
3651,2336
1696,2337
685,2339
1309,2339
3905,2340
851,2341
2090,2341
3672,2342
3164,2344
1143,2346
2665,2346
449,2347
2012,2347
2188,2347
1170,2348
1742,2348
2735,2348
3349,2348
3847,2348
1133,2349
991,2350
1401,2350
3559,2350
3825,2350
1806,2352
2107,2352
324,2353
3223,2353
1672,2354
3038,2354
577,2355
1110,2355
2630,2355
1294,2356
1423,2357
3952,2357
4038,2357
2270,2358
1244,2359
1477,2359
1607,2359
2571,2359
2135,2360
1306,2361
1765,2361
3973,2361
32,2362
3033,2364
3480,2364
3590,2364
731,2366
548,2367
2400,2367
3119,2367
568,2368
1705,2368
2230,2369
3482,2369
2505,2370
1816,2371
1828,2371
3694,2371
3829,2371
477,2372
2579,2372
3637,2372
3490,2373
844,2374
2077,2374
2753,2374
520,2375
592,2375
3794,2375
4006,2375
1338,2376
1436,2376
1490,2376
3071,2376
1665,2377
2941,2377
3516,2377
2195,2378
386,2380
678,2381
877,2381
2371,2381
2627,2381
3990,2381
3965,2382
732,2383
787,2383
2161,2383
1096,2385
1215,2386
2328,2386
2362,2388
3275,2388
601,2389
788,2389
3577,2389
852,2390
4087,2390
2685,2391
15,2392
1083,2392
2425,2392
1109,2393
1975,2393
1017,2395
2517,2395
3743,2395
1972,2396
4036,2396
256,2397
2416,2399
3694,2399
314,2400
2240,2400
1193,2402
1418,2402
1521,2402
423,2403
1347,2403
2538,2403
1126,2404
2139,2404
2879,2404
1073,2405
1562,2405
2049,2406
2425,2406
2772,2406
3565,2406
3608,2406
3745,2406
676,2407
317,2408
3183,2408
1057,2409
1207,2409
1220,2409
1724,2409
2120,2409
3081,2409
3624,2409
1686,2410
2001,2410
729,2411
2347,2411
2421,2411
369,2412
503,2412
1459,2412
1656,2412
2360,2413
1614,2414
2834,2414
3394,2415
4013,2415
420,2416
4082,2417
429,2419
2176,2419
2413,2419
2458,2419
2638,2419
1786,2420
2416,2420
2642,2421
3708,2421
442,2422
3035,2422
3595,2422
3720,2422
2656,2423
2947,2423
2770,2424
1414,2426
2197,2426
2942,2426
516,2427
2225,2428
3578,2428
3149,2429
3611,2432
3609,2433
1077,2434
294,2435
2389,2435
845,2436
1371,2436
2562,2436
3017,2437
3902,2437
1216,2438
2713,2438
2168,2439
2812,2439
1545,2440
3238,2440
2621,2442
2669,2442
3337,2443
1224,2444
1820,2444
1910,2444
1033,2445
160,2446
299,2446
771,2446
975,2446
1874,2446
2641,2446
2812,2446
3111,2446
3347,2446
1101,2447
1251,2448
3964,2448
1184,2449
87,2450
3510,2450
314,2451
2400,2451
186,2452
3982,2453
818,2454
2476,2454
2455,2455
2479,2455
487,2456
1057,2456
4031,2456
1391,2457
2279,2457
637,2458
1377,2458
1775,2458
2090,2458
3507,2458
3643,2458
2187,2459
2267,2460
3277,2460
3850,2460
47,2461
447,2461
1687,2461
2440,2463
2808,2463
1126,2464
3177,2464
3658,2464
4018,2464
2336,2466
4071,2467
1167,2468
1057,2469
444,2470
1725,2470
2045,2470
3240,2470
887,2471
3242,2471
369,2473
577,2473
896,2473
2312,2474
2830,2474
2603,2475
3863,2475
38,2476
634,2476
1144,2476
1374,2476
909,2477
2373,2477
3245,2477
3414,2477
126,2478
1269,2478
2340,2478
2622,2480
2655,2480
1971,2482
3439,2483
33,2484
56,2485
930,2486
1254,2486
1746,2487
1465,2489
4000,2489
1080,2490
1554,2490
1107,2491
1290,2491
3905,2491
808,2492
1885,2492
2769,2492
1103,2494
1731,2495
1263,2496
1820,2496
2019,2496
2147,2496
3923,2496
1322,2497
2279,2498
2535,2498
2711,2498
3272,2498
249,2499
1167,2500
2272,2500
3308,2500
1747,2501
1808,2501
2284,2501
2606,2501
4025,2501
3585,2502
22,2503
1344,2503
2307,2503
2723,2503
2623,2504
621,2505
3041,2505
20,2506
1993,2506
3654,2506
4076,2506
14,2507
263,2507
820,2507
1453,2507
1595,2507
656,2508
935,2508
445,2510
1182,2510
3088,2510
612,2511
2997,2511
16,2512
2534,2512
245,2513
15,2514
1199,2514
3398,2514
3935,2515
3402,2516
3998,2516
2134,2517
3368,2517
3425,2517
3521,2517
1219,2519
1307,2519
3118,2519
389,2520
1210,2520
237,2521
3081,2521
2954,2522
1965,2523
1981,2523
2318,2523
2380,2523
863,2524
2238,2524
3810,2524
340,2525
2086,2525
2107,2525
2633,2525
1927,2526
1944,2526
1949,2526
2451,2526
2825,2526
3080,2526
423,2527
1243,2527
1463,2527
1929,2527
3219,2527
507,2529
1531,2529
2262,2529
3102,2529
3123,2529
1914,2530
2106,2530
3813,2530
2879,2531
2244,2532
3361,2532
3570,2532
332,2533
3299,2533
2459,2534
3035,2534
498,2535
1628,2535
1884,2535
2154,2535
2178,2535
3214,2535
52,2536
2689,2536
3881,2536
1444,2538
1872,2538
3388,2538
611,2539
1827,2539
3876,2539
3536,2540
1230,2541
935,2542
3156,2542
3832,2542
1344,2543
2294,2543
3762,2543
1087,2544
20,2545
834,2546
1398,2546
3057,2546
315,2547
1145,2547
1636,2547
2236,2547
2494,2548
1705,2549
3620,2549
2395,2550
358,2551
1728,2551
2691,2551
2592,2552
3624,2552
1083,2553
1479,2553
1941,2553
2652,2553
1211,2554
3101,2554
4071,2554
2538,2555
635,2560
705,2560
1014,2560
1592,2560
2938,2560
785,2561
1741,2562
491,2563
1640,2563
3290,2565
1533,2566
1648,2566
2811,2566
2015,2567
1189,2568
1450,2569
18,2570
102,2570
643,2570
1915,2570
3191,2572
3620,2572
3849,2572
2725,2573
1563,2574
2826,2574
3203,2574
252,2575
1301,2575
1972,2576
2898,2576
2536,2577
3790,2577
1043,2579
2235,2580
3416,2580
377,2581
1350,2581
3158,2581
2052,2584
383,2585
1545,2585
1655,2585
2838,2585
1020,2586
2281,2586
3951,2586
2036,2587
2864,2587
808,2588
1338,2589
1643,2589
1723,2589
2246,2589
3295,2589
2452,2590
3008,2590
1366,2591
1929,2591
3318,2591
406,2592
1193,2592
2844,2592
1158,2593
1892,2593
2606,2594
842,2595
986,2595
2094,2595
2237,2595
3672,2595
1529,2596
2211,2596
543,2597
1030,2597
1841,2597
2442,2597
2998,2597
965,2598
1850,2598
3046,2598
3693,2598
3814,2598
1201,2599
2482,2599
2777,2599
3127,2599
3746,2599
52,2600
588,2600
440,2601
1683,2601
3313,2602
3722,2602
1332,2603
1417,2603
2358,2603
3884,2603
264,2604
408,2604
2678,2604
4015,2604
299,2605
2175,2605
2328,2606
150,2607
1431,2607
1560,2607
1203,2608
512,2610
1222,2610
4018,2610
223,2611
934,2612
2745,2612
2812,2612
346,2613
1103,2613
2377,2613
438,2614
1046,2614
1275,2615
2055,2615
612,2616
2266,2616
1825,2617
2282,2617
4019,2617
3887,2618
3973,2618
1841,2619
2283,2619
2815,2621
3370,2622
3203,2623
3557,2623
3941,2623
1488,2624
1730,2624
2648,2624
3230,2624
3337,2624
3524,2624
528,2626
1911,2626
3314,2626
3542,2626
1352,2627
1784,2627
2976,2627
3197,2627
633,2628
740,2629
1080,2629
1298,2629
2216,2629
1327,2630
3335,2630
3638,2630
52,2631
350,2631
2247,2631
2430,2632
525,2633
2948,2633
3256,2633
3258,2633
3061,2634
799,2635
1548,2635
2404,2635
3414,2635
1123,2636
3516,2637
1211,2638
1973,2638
2243,2638
1030,2639
1715,2640
2593,2640
2861,2640
3665,2641
226,2643
221,2644
284,2644
1422,2644
1657,2644
2498,2644
1119,2645
1510,2646
2214,2647
1161,2648
1308,2648
1444,2648
399,2649
686,2649
2354,2649
3904,2649
403,2650
990,2650
605,2651
921,2651
1121,2651
949,2652
2001,2652
3458,2652
1679,2654
2100,2654
3523,2654
211,2655
2790,2655
3831,2655
80,2656
2603,2656
3501,2656
580,2657
728,2657
2578,2657
1881,2658
2365,2658
1188,2659
1654,2659
1295,2660
3495,2660
3774,2660
424,2661
2788,2661
675,2662
2938,2662
2377,2663
3554,2664
1145,2665
1939,2666
17,2667
736,2667
1565,2667
2575,2667
3157,2667
3580,2667
1338,2668
3305,2668
1689,2669
2351,2669
2848,2670
1149,2671
3100,2671
2464,2672
3179,2673
3243,2673
2252,2674
23,2675
242,2675
683,2675
1728,2675
2456,2675
2774,2675
854,2676
3637,2676
302,2677
3940,2677
3952,2678
875,2679
1352,2680
2487,2680
938,2682
2940,2682
3357,2682
75,2683
3644,2683
1571,2684
2416,2684
1516,2686
1805,2686
291,2687
263,2688
777,2688
1202,2688
509,2689
739,2689
2961,2690
91,2691
1344,2691
1975,2691
2345,2691
3493,2691
3722,2691
3178,2693
2194,2694
88,2695
633,2695
904,2695
2033,2695
1090,2696
1461,2696
2854,2696
7,2697
2432,2697
1550,2698
3097,2698
3610,2698
538,2699
499,2700
714,2700
775,2700
883,2700
1982,2700
496,2701
1890,2701
4071,2701
190,2702
2149,2702
327,2703
2850,2703
2206,2704
1657,2705
1872,2705
1202,2707
2538,2707
663,2708
3236,2708
210,2710
2192,2710
724,2711
1018,2711
1291,2711
2930,2711
2970,2712
3649,2712
3891,2713
721,2714
1142,2714
3333,2714
1959,2715
1044,2716
2155,2716
3537,2716
1522,2717
3121,2717
2744,2718
3769,2718
1125,2719
52,2721
1951,2722
815,2723
3212,2723
316,2724
392,2724
1444,2724
3953,2724
2177,2725
2705,2725
3441,2725
3548,2726
3519,2727
111,2728
1339,2728
533,2729
598,2729
1846,2729
2230,2729
3038,2729
3067,2729
3401,2730
1746,2731
1947,2731
3588,2731
2649,2732
887,2733
954,2733
1656,2733
1944,2733
2931,2733
451,2734
1715,2734
1442,2735
3119,2735
3192,2735
3197,2735
4025,2735
71,2736
1854,2736
3047,2736
317,2737
1005,2737
1484,2737
2794,2737
1879,2738
2707,2738
3110,2738
3208,2738
3255,2738
1844,2739
2127,2739
3318,2739
3805,2739
2671,2740
2788,2740
391,2741
1580,2741
422,2742
1374,2742
434,2744
1877,2744
2807,2744
424,2745
619,2745
1568,2746
3218,2746
3706,2746
1204,2747
3513,2747
3679,2747
684,2748
1836,2748
2542,2748
3169,2748
3728,2748
2521,2749
2346,2750
2535,2750
3340,2750
2217,2751
2988,2751
518,2752
88,2753
870,2753
217,2755
768,2755
1335,2755
2525,2755
2890,2755
3851,2755
1420,2756
2750,2756
3250,2756
3485,2756
4091,2756
1819,2757
2652,2757
3323,2757
1659,2758
2024,2758
4079,2758
2236,2759
915,2760
3349,2760
3610,2760
66,2761
374,2761
4001,2761
1932,2762
2020,2762
2505,2762
3032,2762
3237,2762
696,2763
1217,2764
3392,2764
2309,2765
2175,2766
1081,2767
3509,2767
1041,2768
2413,2768
3375,2768
1425,2769
1923,2769
2754,2769
1120,2770
2799,2770
67,2771
293,2771
1282,2771
330,2773
2142,2773
1801,2774
1874,2774
2392,2774
1756,2775
3473,2776
2623,2777
2642,2777
1560,2778
3702,2778
469,2779
4079,2780
1459,2781
1498,2781
3803,2782
953,2783
1573,2783
2003,2783
943,2784
1699,2784
2572,2784
3386,2784
3413,2786
230,2787
439,2788
3577,2788
3003,2789
814,2791
923,2793
3206,2793
3409,2793
2386,2794
3138,2794
1386,2796
3126,2796
243,2797
2766,2797
620,2798
2136,2798
3549,2798
653,2799
3256,2799
3665,2799
3970,2800
690,2802
2643,2802
3527,2802
1013,2803
2029,2803
4019,2803
1298,2804
1542,2804
2845,2804
132,2806
3877,2807
3086,2808
3130,2808
1505,2809
3546,2809
715,2810
728,2810
1949,2810
3640,2810
2315,2811
239,2812
2801,2812
1329,2813
3546,2814
3824,2814
1432,2815
1471,2815
2318,2815
509,2816
961,2816
1392,2817
1697,2817
2649,2817
3562,2817
2294,2818
2454,2818
1960,2819
2058,2819
2513,2819
2957,2819
1741,2820
821,2821
722,2822
937,2822
2679,2822
3819,2822
2181,2823
3314,2823
3567,2823
249,2824
1966,2824
1762,2825
2095,2825
1979,2826
264,2827
1304,2827
2725,2827
1158,2828
1359,2828
2297,2828
3835,2828
3003,2829
3772,2829
583,2830
12,2831
319,2831
346,2831
3003,2831
385,2832
1532,2833
2014,2833
3851,2833
887,2834
1543,2834
3492,2834
1178,2835
2638,2835
2090,2836
3518,2837
1356,2838
1571,2838
2250,2838
3976,2839
1915,2841
2960,2841
1939,2842
3318,2842
256,2844
743,2844
3217,2844
1514,2845
4003,2845
3063,2846
3425,2846
175,2847
3663,2847
3975,2847
1231,2848
2558,2848
936,2849
1246,2850
3150,2850
3172,2850
3292,2850
3470,2850
3707,2850
837,2851
1566,2851
1774,2851
3381,2851
3643,2851
3532,2852
