FILENAME,OBS_DIR,KW_MID_OBS_TIME,KW_OBJNAME,KW_DPRTYPE
NIRPS_2022-11-05T18_02_58_292.fits,2022-11-05,59888.75525659926,CALIB,DARK_DARK
NIRPS_2022-11-05T18_12_21_190.fits,2022-11-05,59888.761771628655,CALIB,DARK_DARK
NIRPS_2022-11-05T18_21_44_089.fits,2022-11-05,59888.76828665846,CALIB,DARK_DARK
NIRPS_2022-11-05T18_31_06_987.fits,2022-11-05,59888.77480168686,CALIB,DARK_DARK
NIRPS_2022-11-05T18_40_29_886.fits,2022-11-05,59888.781316717155,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-05T17_15_13_622.fits,2022-11-05,59888.722100693754,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-05T17_24_36_520.fits,2022-11-05,59888.72861572546,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-05T17_33_59_420.fits,2022-11-05,59888.735130763154,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-05T17_43_22_318.fits,2022-11-05,59888.74164580046,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-05T17_52_45_218.fits,2022-11-05,59888.74816083396,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-05T18_50_37_380.fits,2022-11-05,59888.785412887046,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T18_51_33_114.fits,2022-11-05,59888.786057954145,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T18_52_28_848.fits,2022-11-05,59888.78670301985,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T18_53_24_581.fits,2022-11-05,59888.787348086444,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T18_54_20_315.fits,2022-11-05,59888.787993152146,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T18_56_00_645.fits,2022-11-05,59888.789412392995,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T18_57_40_964.fits,2022-11-05,59888.790573500795,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T18_59_21_284.fits,2022-11-05,59888.7917346076,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T19_01_01_603.fits,2022-11-05,59888.7928957154,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T19_02_41_923.fits,2022-11-05,59888.7940568218,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T19_05_06_838.fits,2022-11-05,59888.79547605704,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T19_06_02_572.fits,2022-11-05,59888.79612112325,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T19_06_58_306.fits,2022-11-05,59888.796766190244,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T19_07_54_039.fits,2022-11-05,59888.797411255946,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T19_08_49_773.fits,2022-11-05,59888.79805632254,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T19_10_30_103.fits,2022-11-05,59888.799475561995,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T19_12_10_422.fits,2022-11-05,59888.8006366703,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T19_13_50_741.fits,2022-11-05,59888.801797776694,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T19_15_31_061.fits,2022-11-05,59888.802958884895,CALIB,LED_LED
NIRPS_PATCHED_2022-11-05T19_17_11_381.fits,2022-11-05,59888.80411999179,CALIB,LED_LED
NIRPS_PATCHED_2022-11-06T14_27_55_526.fits,2022-11-06,59889.605919028654,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T14_37_18_425.fits,2022-11-06,59889.61243406215,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T14_46_41_324.fits,2022-11-06,59889.618949100855,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T14_56_04_223.fits,2022-11-06,59889.625464133955,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T15_05_27_121.fits,2022-11-06,59889.63197916096,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T15_14_50_019.fits,2022-11-06,59889.63849418706,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T15_24_12_918.fits,2022-11-06,59889.64500921916,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T15_33_35_817.fits,2022-11-06,59889.65152424946,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T15_42_58_715.fits,2022-11-06,59889.65803927606,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T15_52_21_613.fits,2022-11-06,59889.664554296556,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T16_02_45_833.fits,2022-11-06,59889.66887630314,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T16_04_31_735.fits,2022-11-06,59889.6762623273,CALIB,LED_LED
NIRPS_PATCHED_2022-11-06T16_24_02_125.fits,2022-11-06,59889.68364820834,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T16_25_48_027.fits,2022-11-06,59889.6910342335,CALIB,LED_LED
NIRPS_PATCHED_2022-11-06T16_45_40_719.fits,2022-11-06,59889.69867822554,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T16_47_26_621.fits,2022-11-06,59889.7060642516,CALIB,LED_LED
NIRPS_PATCHED_2022-11-06T17_06_57_014.fits,2022-11-06,59889.71345015264,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T17_08_48_496.fits,2022-11-06,59889.7209007618,CALIB,LED_LED
NIRPS_PATCHED_2022-11-06T17_28_30_040.fits,2022-11-06,59889.72841573624,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T17_30_15_942.fits,2022-11-06,59889.7358017609,CALIB,LED_LED
NIRPS_PATCHED_2022-11-06T17_49_46_334.fits,2022-11-06,59889.74318765494,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T17_51_32_236.fits,2022-11-06,59889.7505736811,CALIB,LED_LED
NIRPS_PATCHED_2022-11-06T18_11_13_781.fits,2022-11-06,59889.75808867094,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T18_12_59_684.fits,2022-11-06,59889.7654746974,CALIB,LED_LED
NIRPS_PATCHED_2022-11-06T18_32_41_228.fits,2022-11-06,59889.77298967934,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T18_34_27_131.fits,2022-11-06,59889.780375704504,CALIB,LED_LED
NIRPS_PATCHED_2022-11-06T18_53_57_523.fits,2022-11-06,59889.78776160274,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-06T18_55_54_578.fits,2022-11-06,59889.7952767185,CALIB,LED_LED
NIRPS_PATCHED_2022-11-06T19_15_24_971.fits,2022-11-06,59889.802662621936,CALIB,DARK_DARK
NIRPS_2022-11-07T14_07_45_474.fits,2022-11-07,59890.58894652796,CALIB,FLAT_DARK
NIRPS_2022-11-07T14_09_25_804.fits,2022-11-07,59890.59010776106,CALIB,DARK_FLAT
NIRPS_2022-11-07T14_11_17_282.fits,2022-11-07,59890.59136576796,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-07T14_12_01_870.fits,2022-11-07,59890.59188182456,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-07T14_12_46_457.fits,2022-11-07,59890.59239788106,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-07T14_13_31_044.fits,2022-11-07,59890.59291393767,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-07T14_14_15_632.fits,2022-11-07,59890.593429993765,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-07T14_15_00_219.fits,2022-11-07,59890.59394604986,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-07T14_15_44_806.fits,2022-11-07,59890.59446210636,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-07T14_16_29_394.fits,2022-11-07,59890.594978162466,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-07T14_17_13_980.fits,2022-11-07,59890.595494218964,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-07T14_17_58_568.fits,2022-11-07,59890.59601027506,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-07T14_19_33_326.fits,2022-11-07,59890.59710700336,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-07T14_20_17_912.fits,2022-11-07,59890.59762305986,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-07T14_21_02_500.fits,2022-11-07,59890.59813911646,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-07T14_21_47_087.fits,2022-11-07,59890.598655172966,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-07T14_22_31_674.fits,2022-11-07,59890.59917122906,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-07T14_23_16_262.fits,2022-11-07,59890.59968728566,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-07T14_24_00_848.fits,2022-11-07,59890.60020334216,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-07T14_24_45_436.fits,2022-11-07,59890.60071939916,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-07T14_25_30_024.fits,2022-11-07,59890.60123545616,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-07T14_26_14_611.fits,2022-11-07,59890.60175151326,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-07T14_46_01_783.fits,2022-11-07,59890.615524189256,CALIB,FLAT_FLAT
NIRPS_2022-11-07T14_48_54_577.fits,2022-11-07,59890.617395102985,CALIB,DARK_FP
NIRPS_2022-11-07T14_50_07_040.fits,2022-11-07,59890.61823379578,CALIB,FP_FP
NIRPS_2022-11-07T14_56_14_921.fits,2022-11-07,59890.62397531469,CALIB,HCONE_FP
NIRPS_2022-11-07T15_01_43_753.fits,2022-11-07,59890.62778124258,CALIB,FP_HCONE
NIRPS_2022-11-07T15_07_12_586.fits,2022-11-07,59890.63158717378,CALIB,HCONE_HCONE
NIRPS_2022-11-07T19_53_02_822.fits,2022-11-07,59890.833310566835,CALIB,DARK_DARK
NIRPS_2022-11-07T20_07_04_383.fits,2022-11-07,59890.84305085013,CALIB,DARK_DARK
NIRPS_2022-11-07T20_21_05_943.fits,2022-11-07,59890.852791132435,CALIB,DARK_DARK
NIRPS_2022-11-07T20_35_07_503.fits,2022-11-07,59890.862531411534,CALIB,DARK_DARK
NIRPS_2022-11-07T20_49_09_063.fits,2022-11-07,59890.872271688735,CALIB,DARK_DARK
NIRPS_2022-11-07T21_18_24_676.fits,2022-11-07,59890.888043628045,CALIB,LED_LED
NIRPS_2022-11-07T21_19_20_410.fits,2022-11-07,59890.88868869464,CALIB,LED_LED
NIRPS_2022-11-07T21_20_16_144.fits,2022-11-07,59890.889333760744,CALIB,LED_LED
NIRPS_2022-11-07T21_21_11_877.fits,2022-11-07,59890.88997882695,CALIB,LED_LED
NIRPS_2022-11-07T21_22_07_611.fits,2022-11-07,59890.89062389304,CALIB,LED_LED
NIRPS_2022-11-07T21_23_47_941.fits,2022-11-07,59890.892043135296,CALIB,LED_LED
NIRPS_2022-11-07T21_25_28_260.fits,2022-11-07,59890.8932042431,CALIB,LED_LED
NIRPS_2022-11-07T21_27_08_580.fits,2022-11-07,59890.8943653518,CALIB,LED_LED
NIRPS_2022-11-07T21_28_48_899.fits,2022-11-07,59890.8955264592,CALIB,LED_LED
NIRPS_2022-11-07T21_30_29_219.fits,2022-11-07,59890.896687566994,CALIB,LED_LED
NIRPS_PATCHED_2022-11-07T13_57_26_794.fits,2022-11-07,59890.58191490623,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-07T13_58_39_249.fits,2022-11-07,59890.58275348903,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-07T13_59_51_702.fits,2022-11-07,59890.58359207053,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-07T14_01_04_155.fits,2022-11-07,59890.584430652925,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-07T14_02_16_608.fits,2022-11-07,59890.585269233925,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-07T18_42_10_428.fits,2022-11-07,59890.78409303634,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-07T18_56_11_987.fits,2022-11-07,59890.79383331544,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-07T19_10_13_548.fits,2022-11-07,59890.80357359724,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-07T19_24_15_107.fits,2022-11-07,59890.81331386323,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-07T19_38_16_667.fits,2022-11-07,59890.82305413864,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-07T21_03_55_219.fits,2022-11-07,59890.87798045894,CALIB,LED_LED
NIRPS_PATCHED_2022-11-07T21_04_50_952.fits,2022-11-07,59890.87862552604,CALIB,LED_LED
NIRPS_PATCHED_2022-11-07T21_05_46_686.fits,2022-11-07,59890.879270592246,CALIB,LED_LED
NIRPS_PATCHED_2022-11-07T21_06_42_420.fits,2022-11-07,59890.87991565924,CALIB,LED_LED
NIRPS_PATCHED_2022-11-07T21_07_38_153.fits,2022-11-07,59890.880560724945,CALIB,LED_LED
NIRPS_PATCHED_2022-11-07T21_09_18_483.fits,2022-11-07,59890.8819799649,CALIB,LED_LED
NIRPS_PATCHED_2022-11-07T21_10_58_802.fits,2022-11-07,59890.883141071296,CALIB,LED_LED
NIRPS_PATCHED_2022-11-07T21_12_39_122.fits,2022-11-07,59890.884302178594,CALIB,LED_LED
NIRPS_PATCHED_2022-11-07T21_14_19_442.fits,2022-11-07,59890.8854632855,CALIB,LED_LED
NIRPS_PATCHED_2022-11-07T21_15_59_761.fits,2022-11-07,59890.8866243928,CALIB,LED_LED
NIRPS_2022-11-08T12_59_56_263.fits,2022-11-08,59891.54184918916,CALIB,FLAT_DARK
NIRPS_2022-11-08T13_01_36_594.fits,2022-11-08,59891.54301042356,CALIB,DARK_FLAT
NIRPS_2022-11-08T13_03_28_072.fits,2022-11-08,59891.54426843146,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-08T13_04_12_660.fits,2022-11-08,59891.544784489466,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-08T13_04_57_247.fits,2022-11-08,59891.545300546466,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-08T13_05_41_835.fits,2022-11-08,59891.54581660396,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-08T13_06_26_422.fits,2022-11-08,59891.54633266186,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-08T13_07_11_009.fits,2022-11-08,59891.54684871796,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-08T13_07_55_597.fits,2022-11-08,59891.54736477546,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-08T13_08_40_184.fits,2022-11-08,59891.54788083157,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-08T13_09_24_771.fits,2022-11-08,59891.54839688857,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-08T13_10_09_359.fits,2022-11-08,59891.548912944665,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-08T13_11_44_116.fits,2022-11-08,59891.550009672465,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-08T13_12_28_703.fits,2022-11-08,59891.55052572896,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-08T13_13_13_291.fits,2022-11-08,59891.55104178596,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-08T13_13_57_877.fits,2022-11-08,59891.55155784207,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-08T13_14_42_465.fits,2022-11-08,59891.55207389956,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-08T13_15_27_052.fits,2022-11-08,59891.55258995607,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-08T13_16_11_640.fits,2022-11-08,59891.55310601316,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-08T13_16_56_227.fits,2022-11-08,59891.55362206967,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-08T13_17_40_814.fits,2022-11-08,59891.554138125764,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-08T13_18_25_401.fits,2022-11-08,59891.55465418186,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-08T13_38_12_574.fits,2022-11-08,59891.56842685876,CALIB,FLAT_FLAT
NIRPS_2022-11-08T13_40_59_793.fits,2022-11-08,59891.570233253384,CALIB,DARK_FP
NIRPS_2022-11-08T13_42_12_256.fits,2022-11-08,59891.57107194468,CALIB,FP_FP
NIRPS_2022-11-08T13_48_20_137.fits,2022-11-08,59891.576813464984,CALIB,HCONE_FP
NIRPS_2022-11-08T13_53_48_970.fits,2022-11-08,59891.58061939289,CALIB,FP_HCONE
NIRPS_2022-11-08T13_59_17_802.fits,2022-11-08,59891.58442532038,CALIB,HCONE_HCONE
NIRPS_PATCHED_2022-11-08T12_49_32_017.fits,2022-11-08,59891.53475311943,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-08T12_50_44_470.fits,2022-11-08,59891.535591702224,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-08T12_51_56_923.fits,2022-11-08,59891.53643028463,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-08T12_53_09_377.fits,2022-11-08,59891.537268867025,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-08T12_54_21_831.fits,2022-11-08,59891.538107450426,CALIB,DARK_DARK
NIRPS_2022-11-09T16_40_57_000.fits,2022-11-09,59892.699909846335,CALIB,DARK_DARK
NIRPS_2022-11-09T18_43_56_170.fits,2022-11-09,59892.785316909736,CALIB,DARK_DARK
NIRPS_2022-11-09T18_57_57_730.fits,2022-11-09,59892.79505718274,CALIB,DARK_DARK
NIRPS_2022-11-09T19_11_59_290.fits,2022-11-09,59892.804797458935,CALIB,DARK_DARK
NIRPS_2022-11-09T19_26_00_849.fits,2022-11-09,59892.814537735234,CALIB,DARK_DARK
NIRPS_2022-11-09T19_40_02_409.fits,2022-11-09,59892.82427801334,CALIB,DARK_DARK
NIRPS_2022-11-09T20_09_18_022.fits,2022-11-09,59892.840049944345,CALIB,LED_LED
NIRPS_2022-11-09T20_10_13_756.fits,2022-11-09,59892.84069501045,CALIB,LED_LED
NIRPS_2022-11-09T20_11_09_489.fits,2022-11-09,59892.84134007565,CALIB,LED_LED
NIRPS_2022-11-09T20_12_05_223.fits,2022-11-09,59892.841985142244,CALIB,LED_LED
NIRPS_2022-11-09T20_13_00_956.fits,2022-11-09,59892.842630207946,CALIB,LED_LED
NIRPS_2022-11-09T20_14_41_286.fits,2022-11-09,59892.844049448795,CALIB,LED_LED
NIRPS_2022-11-09T20_16_21_606.fits,2022-11-09,59892.8452105552,CALIB,LED_LED
NIRPS_2022-11-09T20_18_01_926.fits,2022-11-09,59892.8463716625,CALIB,LED_LED
NIRPS_2022-11-09T20_19_42_245.fits,2022-11-09,59892.847532768894,CALIB,LED_LED
NIRPS_2022-11-09T20_21_22_565.fits,2022-11-09,59892.8486938753,CALIB,LED_LED
NIRPS_PATCHED_2022-11-09T15_30_04_607.fits,2022-11-09,59892.65069234563,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-09T15_44_06_167.fits,2022-11-09,59892.66043260974,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-09T15_58_07_725.fits,2022-11-09,59892.67017287024,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-09T16_12_09_285.fits,2022-11-09,59892.67991313803,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-09T16_26_10_844.fits,2022-11-09,59892.68965341013,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-09T17_33_03_774.fits,2022-11-09,59892.73609935863,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-09T17_47_05_334.fits,2022-11-09,59892.74583964104,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-09T18_01_06_894.fits,2022-11-09,59892.755579922334,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-09T18_15_08_454.fits,2022-11-09,59892.76532019544,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-09T18_29_10_015.fits,2022-11-09,59892.77506048004,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-09T19_54_48_565.fits,2022-11-09,59892.829986782745,CALIB,LED_LED
NIRPS_PATCHED_2022-11-09T19_55_44_299.fits,2022-11-09,59892.830631848345,CALIB,LED_LED
NIRPS_PATCHED_2022-11-09T19_56_40_032.fits,2022-11-09,59892.83127691454,CALIB,LED_LED
NIRPS_PATCHED_2022-11-09T19_57_35_766.fits,2022-11-09,59892.83192198064,CALIB,LED_LED
NIRPS_PATCHED_2022-11-09T19_58_31_499.fits,2022-11-09,59892.83256704725,CALIB,LED_LED
NIRPS_PATCHED_2022-11-09T20_00_11_829.fits,2022-11-09,59892.8339862867,CALIB,LED_LED
NIRPS_PATCHED_2022-11-09T20_01_52_149.fits,2022-11-09,59892.835147392194,CALIB,LED_LED
NIRPS_PATCHED_2022-11-09T20_03_32_468.fits,2022-11-09,59892.836308498096,CALIB,LED_LED
NIRPS_PATCHED_2022-11-09T20_05_12_788.fits,2022-11-09,59892.8374696045,CALIB,LED_LED
NIRPS_PATCHED_2022-11-09T20_06_53_107.fits,2022-11-09,59892.838630710896,CALIB,LED_LED
NIRPS_2022-11-10T13_17_02_158.fits,2022-11-10,59893.55372296986,CALIB,FLAT_DARK
NIRPS_2022-11-10T13_18_42_488.fits,2022-11-10,59893.55488420436,CALIB,DARK_FLAT
NIRPS_2022-11-10T13_20_33_967.fits,2022-11-10,59893.55614221136,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T13_21_18_554.fits,2022-11-10,59893.55665826876,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T13_22_03_142.fits,2022-11-10,59893.55717432586,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T13_22_47_729.fits,2022-11-10,59893.557690381866,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T13_23_32_316.fits,2022-11-10,59893.55820643796,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T13_24_16_904.fits,2022-11-10,59893.55872249456,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T13_25_01_491.fits,2022-11-10,59893.55923855066,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T13_25_46_078.fits,2022-11-10,59893.559754607166,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T13_26_30_666.fits,2022-11-10,59893.56027066326,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T13_27_15_252.fits,2022-11-10,59893.56078671976,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T13_28_50_010.fits,2022-11-10,59893.56188344806,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T13_29_34_598.fits,2022-11-10,59893.56239950416,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T13_30_19_184.fits,2022-11-10,59893.562915560266,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T13_31_03_772.fits,2022-11-10,59893.56343161676,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T13_31_48_359.fits,2022-11-10,59893.563947672366,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T13_32_32_946.fits,2022-11-10,59893.564463728966,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T13_33_17_534.fits,2022-11-10,59893.56497978456,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T13_34_02_120.fits,2022-11-10,59893.56549584067,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T13_34_46_708.fits,2022-11-10,59893.566011896764,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T13_35_31_296.fits,2022-11-10,59893.56652795326,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T13_55_18_467.fits,2022-11-10,59893.58030062326,CALIB,FLAT_FLAT
NIRPS_2022-11-10T13_58_05_686.fits,2022-11-10,59893.58210701498,CALIB,DARK_FP
NIRPS_2022-11-10T13_59_18_149.fits,2022-11-10,59893.58294570638,CALIB,FP_FP
NIRPS_2022-11-10T14_05_26_030.fits,2022-11-10,59893.58868722519,CALIB,HCONE_FP
NIRPS_2022-11-10T14_10_54_862.fits,2022-11-10,59893.59249315268,CALIB,FP_HCONE
NIRPS_2022-11-10T14_16_23_695.fits,2022-11-10,59893.596299082485,CALIB,HCONE_HCONE
NIRPS_2022-11-10T21_49_10_743.fits,2022-11-10,59893.90937789496,CALIB,FLAT_DARK
NIRPS_2022-11-10T21_50_51_074.fits,2022-11-10,59893.91053912666,CALIB,DARK_FLAT
NIRPS_2022-11-10T21_52_42_552.fits,2022-11-10,59893.911797129964,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T21_53_27_139.fits,2022-11-10,59893.91231318597,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T21_54_11_726.fits,2022-11-10,59893.912829241664,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T21_54_56_314.fits,2022-11-10,59893.91334529727,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T21_55_40_901.fits,2022-11-10,59893.91386135286,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T21_56_25_488.fits,2022-11-10,59893.914377408466,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T21_57_10_076.fits,2022-11-10,59893.914893464564,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T21_57_54_662.fits,2022-11-10,59893.91540952066,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T21_58_39_250.fits,2022-11-10,59893.915925576264,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T21_59_23_838.fits,2022-11-10,59893.91644163276,CALIB,CALIB_FLAT_DARK
NIRPS_2022-11-10T22_00_58_594.fits,2022-11-10,59893.91753836016,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T22_01_43_182.fits,2022-11-10,59893.91805441627,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T22_02_27_768.fits,2022-11-10,59893.91857047226,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T22_03_12_356.fits,2022-11-10,59893.91908652837,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T22_03_56_944.fits,2022-11-10,59893.91960258537,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T22_04_41_530.fits,2022-11-10,59893.92011864197,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T22_05_26_118.fits,2022-11-10,59893.92063469756,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T22_06_10_706.fits,2022-11-10,59893.921150752765,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T22_06_55_292.fits,2022-11-10,59893.92166680876,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T22_07_39_880.fits,2022-11-10,59893.922182864466,CALIB,CALIB_DARK_FLAT
NIRPS_2022-11-10T22_27_27_051.fits,2022-11-10,59893.93595553156,CALIB,FLAT_FLAT
NIRPS_2022-11-10T22_30_14_271.fits,2022-11-10,59893.937761925685,CALIB,DARK_FP
NIRPS_2022-11-10T22_31_26_734.fits,2022-11-10,59893.93860061848,CALIB,FP_FP
NIRPS_2022-11-10T22_37_34_615.fits,2022-11-10,59893.94434214289,CALIB,HCONE_FP
NIRPS_2022-11-10T22_43_03_448.fits,2022-11-10,59893.948148070784,CALIB,FP_HCONE
NIRPS_2022-11-10T22_48_32_280.fits,2022-11-10,59893.951953997785,CALIB,HCONE_HCONE
NIRPS_PATCHED_2022-11-10T13_06_37_911.fits,2022-11-10,59893.54662690343,CALIB,DARK_DARK
NIRPS_PATCHED_2022-11-10T13_07_50_364.fits,2022-11-10,59893.547465485324,CALIB,DARK_DARK
